run,thisN,thisTrialN,thisRepN,scene_stimulus,scene_cat,scene_label,item_stimulus,item_cat,item_type,congruency,integrated_stimulus,key_resp_remember.keys,key_resp_context.keys,key_resp_context.corr,key_resp_context.rt,key_resp_context.duration,key_resp_context_conf.keys,key_resp_context_conf.rt,key_resp_context_conf.duration,key_resp_scenes.keys,key_resp_scenes.corr,key_resp_scene_conf.keys,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,subs_rand_vars.started,subs_rand_vars.stopped,set_instructions.started,set_instructions.stopped,ret_inst_scr.started,text_instructions.started,key_resp_start.started,ret_inst_scr.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,ret_inst2.started,text_instructions_2.started,key_resp_start_2.started,ret_inst2.stopped,key_resp_start_2.keys,key_resp_start_2.rt,key_resp_start_2.duration,scene_names_reminder.started,text_reminder.started,image1.started,image2.started,image3.started,image4.started,textbox1.started,textbox2.started,textbox3.started,textbox4.started,key_reminder.started,scene_names_reminder.stopped,key_reminder.keys,key_reminder.rt,key_reminder.duration,blank3000_2.started,text_3.started,text_3.stopped,blank3000_2.stopped,create_runs_stim_div.started,create_runs_stim_div.stopped,set_rows.started,set_rows.stopped,item_imagine_scene.started,item_cue.started,item_imagine_scene.stopped,trials.key_resp_remember.keys,blank1000.started,blank1000.stopped,select_context.started,text_context_headline.started,text_sea.started,text_jungle.started,key_resp_context.started,select_context.stopped,trials.key_resp_context.keys,trials.key_resp_context.corr,trials.key_resp_context.rt,trials.key_resp_context.duration,blank500.started,text_blank.started,text_blank.stopped,blank500.stopped,context_confidence.started,slider_context_conf.started,key_resp_context_conf.started,text_context_choice.started,context_confidence.stopped,trials.key_resp_context_conf.keys,trials.key_resp_context_conf.rt,trials.key_resp_context_conf.duration,select_scene_name.started,text_scene_headline.started,text_actual_context.started,text_q_scene.started,text_labels.started,text_scene_headline.stopped,text_actual_context.stopped,text_q_scene.stopped,text_labels.stopped,select_scene_name.stopped,trials.key_resp_scenes.keys,trials.key_resp_scenes.corr,scene_confidence.started,text_chosen_scene.started,slider_scene_conf.started,key_resp_scene_conf.started,text_chosen_scene.stopped,slider_scene_conf.stopped,key_resp_scene_conf.stopped,scene_confidence.stopped,trials.key_resp_scene_conf.keys,blank3000.started,blank3000.stopped,item_cue.stopped,participant,session,delay,group,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05822479199923691,0.05893441700027324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,001,,,2026-05-04_23h17.40.548,SBL_retrieval_MEG,,2025.2.4,None,2026-05-04 23h17.41.225514 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0589690420019906,0.05918316700262949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,001,,,2026-05-04_23h17.40.548,SBL_retrieval_MEG,,2025.2.4,None,2026-05-04 23h17.41.225514 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05920283299928997,0.0689560419996269,0.0689560419996269,3.969639292001375,space,3.8959607500000857,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,001,,,2026-05-04_23h17.40.548,SBL_retrieval_MEG,,2025.2.4,None,2026-05-04 23h17.41.225514 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9696966250012338,3.9771571250021225,3.9771571250021225,6.288128208001581,space,2.307003916001122,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,001,,,2026-05-04_23h17.40.548,SBL_retrieval_MEG,,2025.2.4,None,2026-05-04 23h17.41.225514 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.541002624999237,6.56031541700213,6.56031541700213,6.56031541700213,6.56031541700213,6.56031541700213,6.56031541700213,6.56031541700213,6.56031541700213,6.56031541700213,8.301534042002459,8.369290624999849,space,0.052164083001116524,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,001,,,2026-05-04_23h17.40.548,SBL_retrieval_MEG,,2025.2.4,None,2026-05-04 23h17.41.225514 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.36933054200199,8.385146083001018,11.413930750000873,11.3701849579993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,001,,,2026-05-04_23h17.40.548,SBL_retrieval_MEG,,2025.2.4,None,2026-05-04 23h17.41.225514 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.371715375000349,11.372621917002107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,001,,,2026-05-04_23h17.40.548,SBL_retrieval_MEG,,2025.2.4,None,2026-05-04 23h17.41.225514 +0200,
0,0,0,0,stimuli/TESTscenes/UA_1.jpg,Undersea,Negvi,stimuli/items/jungle_animal_13.png,Jungle,animal,si,stimuli/integrated/jungle_a_jungle_animal_13.jpg,None,1,1,0.6208210830009193,None,2,1.0891081250010757,None,None,0,None,0,0,0,0,0,0,0,0,11.413930750000873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.389300458002253,11.389826458002062,11.407933124999545,11.413930750000873,15.391502917002072,None,18.66961749999973,19.658235875001992,16.40600779200031,16.413723417001165,16.413723417001165,16.413723417001165,0.016229249999014428,17.037281917000655,1,1,0.6208210830009193,None,22.16334850000203,22.167960500002664,22.681386583000858,22.653380333002133,17.539180083000247,17.574108708002314,17.574108708002314,17.609555082999577,18.669551625000167,2,1.0891081250010757,None,19.669220833002328,19.677491250000458,19.677491250000458,19.677491250000458,19.677491250000458,22.167960500002664,22.167960500002664,22.167960500002664,22.167960500002664,22.16327395800181,None,0,22.661979874999815,22.681386583000858,22.681386583000858,22.681386583000858,24.672838917002082,24.672838917002082,24.672838917002082,24.668921374999627,None,24.668990042002406,27.658086375002313,,303,001,,,2026-05-04_23h17.40.548,SBL_retrieval_MEG,,2025.2.4,None,2026-05-04 23h17.41.225514 +0200,
0,1,1,0,stimuli/TESTscenes/JB_1.jpg,Jungle,Malbow,stimuli/items/undersea_animal_4.png,Undersea,animal,si,stimuli/integrated/undersea_a_undersea_animal_4.jpg,None,2,1,0.3857217500008119,None,1,0.8021369999987655,None,None,0,None,0,0,0,0,0,1,1,1,27.672819667001022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.667884958002105,27.672819667001022,31.65913541700138,None,34.38584241699937,35.3751395420004,32.65498758300237,32.66321191700263,32.66321191700263,32.66321191700263,-0.0009769579992280342,33.06124316700152,2,1,0.3857217500008119,None,37.87437449999925,37.885172375001275,38.38750466700003,38.37011975000132,33.56065250000029,33.57802262500263,33.57802262500263,33.63557766700251,34.385781749999296,1,0.8021369999987655,None,35.38390383300066,35.390007083002274,35.390007083002274,35.390007083002274,35.390007083002274,37.885172375001275,37.885172375001275,37.885172375001275,37.885172375001275,37.87428133300273,None,0,38.37186320800174,38.38750466700003,38.38750466700003,38.38750466700003,40.38450366700272,40.38450366700272,40.38450366700272,40.37576508300117,None,40.37581691699961,43.3682630000003,31.669063875000575,303,001,,,2026-05-04_23h17.40.548,SBL_retrieval_MEG,,2025.2.4,None,2026-05-04 23h17.41.225514 +0200,
0,2,2,0,stimuli/TESTscenes/UB_1.jpg,Undersea,Somar,stimuli/items/undersea_object_9.png,Undersea,object,sc,stimuli/integrated/undersea_a_undersea_object_9.jpg,None,2,1,0.3421261660005257,None,1,0.5181752090029477,None,None,0,None,0,0,0,0,0,2,2,2,43.37929891699969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.37554454199926,43.384328208001534,47.37013583299995,None,49.77630325000064,50.77049762500246,48.36218274999919,48.385968124999636,48.385968124999636,48.385968124999636,0.0001890419989649672,48.73834570799954,2,1,0.3421261660005257,None,53.285650707999594,53.289099833000364,53.792519082999206,53.77446016700196,49.239149500001076,49.252221792001365,49.252221792001365,49.308811582999624,49.77623433299959,1,0.5181752090029477,None,50.7851775420022,50.79175683300127,50.79175683300127,50.79175683300127,50.79175683300127,,,,,53.28557062500113,None,0,53.77656362500056,53.792519082999206,53.792519082999206,53.792519082999206,,,,55.78453708300003,None,55.78459279200251,58.774876833002054,47.37576716700278,303,001,,,2026-05-04_23h17.40.548,SBL_retrieval_MEG,,2025.2.4,None,2026-05-04 23h17.41.225514 +0200,
