scene_stimulus,scene_label,scene_img,correct_key,thisN,thisTrialN,thisRepN,conditionFile,scene_image,scene_name,scene_present,spaceKey.keys,spaceKey.rt,spaceKey.duration,group,Image1,Image2,Image3,scene_name_showALL,key_p1_2.keys,key_p1_2.rt,key_p1_2.duration,scene_name_p2,key_part2.keys,key_part2.corr,key_part2.rt,key_part2.duration,qst_num,question,options,correct_answer,label_current,scene_again,scene_left,scene_right,key_rate_2.keys,key_rate_2.corr,key_rate_2.rt,key_rate_2.duration,key_question_2.keys,key_question_2.corr,key_question_2.rt,key_question_2.duration,key_sceneLearn.keys,key_sceneLearn.rt,key_sceneLearn.duration,scene_label_loader.thisRepN,scene_label_loader.thisTrialN,scene_label_loader.thisN,scene_label_loader.thisIndex,groups_loop.thisRepN,groups_loop.thisTrialN,groups_loop.thisN,groups_loop.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,groups_loop_p1_2.thisRepN,groups_loop_p1_2.thisTrialN,groups_loop_p1_2.thisN,groups_loop_p1_2.thisIndex,part2_loop.thisRepN,part2_loop.thisTrialN,part2_loop.thisN,part2_loop.thisIndex,p3_scene_loop.thisRepN,p3_scene_loop.thisTrialN,p3_scene_loop.thisN,p3_scene_loop.thisIndex,p3_vis_loop.thisRepN,p3_vis_loop.thisTrialN,p3_vis_loop.thisN,p3_vis_loop.thisIndex,skip_loop.thisRepN,skip_loop.thisTrialN,skip_loop.thisN,skip_loop.thisIndex,loop_msg.thisRepN,loop_msg.thisTrialN,loop_msg.thisN,loop_msg.thisIndex,thisRow.t,notes,instructions_overall.started,text_instructions.started,key_welcome.started,instructions_overall.stopped,key_welcome.keys,key_welcome.rt,key_welcome.duration,scene_label_2.started,scene_label_2.stopped,p1_instruction.started,txt_insturctions_p1.started,key_instructions_p1.started,p1_instruction.stopped,key_instructions_p1.keys,key_instructions_p1.rt,key_instructions_p1.duration,p1.started,trial_image.started,scene_name_part1.started,text_scenename.started,txt_memorize.started,spaceKey.started,p1.stopped,trials_loop.spaceKey.keys,trials_loop.spaceKey.rt,trials_loop.spaceKey.duration,p1_2_instructions.started,text_p1_2_instructions.started,key_p1_2_instructions.started,p1_2_instructions.stopped,key_p1_2_instructions.keys,key_p1_2_instructions.rt,key_p1_2_instructions.duration,p1_2_showALL_2.started,image_left.started,image_center.started,image_right.started,key_p1_2.started,txt_scenename_showALL.started,p1_2_showALL_2.stopped,groups_loop_p1_2.key_p1_2.keys,groups_loop_p1_2.key_p1_2.rt,groups_loop_p1_2.key_p1_2.duration,p1_3_instructions_wide.started,text_instructions_p1_3.started,key_instructions_p1_3.started,p1_3_instructions_wide.stopped,key_instructions_p1_3.keys,key_instructions_p1_3.rt,key_instructions_p1_3.duration,p1_compare.started,img1.started,img2.started,img3.started,img4.started,label1.started,label2.started,label3.started,label4.started,key_p1_compare.started,p1_compare.stopped,key_p1_compare.keys,key_p1_compare.rt,key_p1_compare.duration,p1_3_instructions_close.started,text_instructions_p1.started,key_instructions_p1_4.started,p1_3_instructions_close.stopped,key_instructions_p1_4.keys,key_instructions_p1_4.rt,key_instructions_p1_4.duration,p1_compare_2.started,img1_2.started,img2_2.started,img3_2.started,img4_2.started,label1_2.started,label2_2.started,label3_2.started,label4_2.started,key_p1_compare_2.started,p1_compare_2.stopped,key_p1_compare_2.keys,key_p1_compare_2.rt,key_p1_compare_2.duration,p2_instructions.started,text_instructions_part2.started,key_resp.started,p2_instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,p2.started,scene_part2.started,p2.stopped,part2_question.started,text_part2_question.started,key_part2.started,part2_question.stopped,part2_loop.key_part2.keys,part2_loop.key_part2.corr,part2_loop.key_part2.rt,part2_loop.key_part2.duration,part2_feedback.started,text_part2_feedback.started,part2_feedback.stopped,text_part2_feedback.stopped,part3_instructions_2.started,text_part3_instructions_2.started,key_part3_instructions_2.started,part3_instructions_2.stopped,key_part3_instructions_2.keys,key_part3_instructions_2.rt,key_part3_instructions_2.duration,p3_reset_vis_vars.started,p3_reset_vis_vars.stopped,p3_skip_answered_questions.started,p3_skip_answered_questions.stopped,p3_blank1000.started,text.started,text.stopped,p3_blank1000.stopped,p3_visualize.started,text_p3_visualize.started,textbox_scene_name_2.started,p3_visualize.stopped,p3_rate.started,text_rate_2.started,key_rate_2.started,p3_rate.stopped,p3_vis_loop.key_rate_2.keys,p3_vis_loop.key_rate_2.corr,p3_vis_loop.key_rate_2.rt,p3_vis_loop.key_rate_2.duration,p3_question.started,text_question_2.started,text_option_2.started,key_question_2.started,text_5.started,p3_question.stopped,p3_vis_loop.key_question_2.keys,p3_vis_loop.key_question_2.corr,p3_vis_loop.key_question_2.rt,p3_vis_loop.key_question_2.duration,text_p3_visualize.stopped,textbox_scene_name_2.stopped,p3_correct_msg.started,text_next_scene_2.started,text_next_scene_2.stopped,p3_correct_msg.stopped,p3_study_again.started,study_scene_left.started,study_scene_right.started,study_name1_2.started,key_sceneLearn.started,text_6.started,text_7.started,p3_study_again.stopped,skip_loop.key_sceneLearn.keys,skip_loop.key_sceneLearn.rt,skip_loop.key_sceneLearn.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.914208874921314,32.92590124998242,32.92590124998242,34.40549541695509,space,1.4699244580697268,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-27_18h49.12.317,TEST_training_task,,2025.2.4,None,2026-03-27 18h49.13.665601 +0100,
,,,,0,0,0,,,,,,,,UA,stimuli/TESTscenes/UA_1.jpg,stimuli/TESTscenes/UA_2.jpg,stimuli/TESTscenes/UA_3.jpg,scene_UA_lbl,space,1.5039207490626723,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,34.581869791960344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.57114354195073,34.581869791960344,34.581869791960344,34.581869791960344,34.581869791960344,34.581869791960344,36.08771204203367,space,1.5039207490626723,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-27_18h49.12.317,TEST_training_task,,2025.2.4,None,2026-03-27 18h49.13.665601 +0100,
,,,,1,1,0,,,,,,,,JA,stimuli/TESTscenes/JA_1.jpg,stimuli/TESTscenes/JA_2.jpg,stimuli/TESTscenes/JA_3.jpg,scene_JA_lbl,space,1.5539558320306242,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,36.37871554202866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.36884183296934,36.37871554202866,36.37871554202866,36.37871554202866,36.37871554202866,36.37871554202866,37.93880875001196,space,1.5539558320306242,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-27_18h49.12.317,TEST_training_task,,2025.2.4,None,2026-03-27 18h49.13.665601 +0100,
,,,,2,2,0,,,,,,,,JB,stimuli/TESTscenes/JB_1.jpg,stimuli/TESTscenes/JB_2.jpg,stimuli/TESTscenes/JB_3.jpg,scene_JB_lbl,space,1.6282217490952462,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,38.05749783292413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0476131249452,38.05749783292413,38.05749783292413,38.05749783292413,38.05749783292413,38.05749783292413,39.688868499943055,space,1.6282217490952462,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-27_18h49.12.317,TEST_training_task,,2025.2.4,None,2026-03-27 18h49.13.665601 +0100,
,,,,3,3,0,,,,,,,,UB,stimuli/TESTscenes/UB_1.jpg,stimuli/TESTscenes/UB_2.jpg,stimuli/TESTscenes/UB_3.jpg,scene_UB_lbl,space,1.4080292499857023,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,39.817606666940264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.81009674991947,39.817606666940264,39.817606666940264,39.817606666940264,39.817606666940264,39.817606666940264,41.2280912080314,space,1.4080292499857023,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-27_18h49.12.317,TEST_training_task,,2025.2.4,None,2026-03-27 18h49.13.665601 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.22838220791891,41.24106816702988,41.24106816702988,42.727659708005376,space,1.4814610830508173,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-27_18h49.12.317,TEST_training_task,,2025.2.4,None,2026-03-27 18h49.13.665601 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.94041649997234,42.950864291982725,42.950864291982725,42.950864291982725,42.950864291982725,42.950864291982725,42.950864291982725,42.950864291982725,42.950864291982725,42.950864291982725,48.25467883294914,space,5.294849332072772,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-27_18h49.12.317,TEST_training_task,,2025.2.4,None,2026-03-27 18h49.13.665601 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.25476558296941,48.2637163749896,48.2637163749896,50.02184141695034,space,1.7519910829141736,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-27_18h49.12.317,TEST_training_task,,2025.2.4,None,2026-03-27 18h49.13.665601 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.23448479198851,50.244811167009175,50.244811167009175,50.244811167009175,50.244811167009175,50.244811167009175,50.244811167009175,50.244811167009175,50.244811167009175,50.244811167009175,51.44348799996078,space,1.1917958739213645,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-27_18h49.12.317,TEST_training_task,,2025.2.4,None,2026-03-27 18h49.13.665601 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.44358912494499,51.45269524992909,51.45269524992909,52.939289874979295,space,1.4828440829878673,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-27_18h49.12.317,TEST_training_task,,2025.2.4,None,2026-03-27 18h49.13.665601 +0100,
,,,2,0,0,0,,TESTstimuli/TESTscenes/JB_1.jpg,,,,,,,,,,,,,,Malbow,2,1,1.1763958329102024,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,,,,,53.32041229202878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.312422916991636,53.32041229202878,53.94238737493288,53.95151158294175,53.9582308329409,53.9582308329409,55.1390392499743,2,1,1.1763958329102024,None,55.14391295798123,55.15541762497742,56.14225966692902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-27_18h49.12.317,TEST_training_task,,2025.2.4,None,2026-03-27 18h49.13.665601 +0100,
,,,1,1,1,0,,TESTstimuli/TESTscenes/JA_1.jpg,,,,,,,,,,,,,,Tulon,1,1,0.42215870798099786,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,56.241215082933195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.236281999968924,56.241215082933195,57.14244020800106,57.14256791700609,57.15338412497658,57.15338412497658,57.577581416931935,1,1,0.42215870798099786,None,57.57778479193803,57.59012824995443,58.57657633302733,58.62062616692856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-27_18h49.12.317,TEST_training_task,,2025.2.4,None,2026-03-27 18h49.13.665601 +0100,
,,,3,2,2,0,,TESTstimuli/TESTscenes/UA_3.jpg,,,,,,,,,,,,,,Negvi,3,1,0.2704693319974467,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,8,,,,,,,,,,,,,,,,,58.62062616692856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.61581983300857,58.62062616692856,59.58683149993885,59.58694995800033,59.59187166695483,59.59187166695483,59.87160070799291,3,1,0.2704693319974467,None,59.871808041934855,59.88304912496824,60.87051729194354,60.91822445800062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-27_18h49.12.317,TEST_training_task,,2025.2.4,None,2026-03-27 18h49.13.665601 +0100,
,,,3,3,3,0,,TESTstimuli/TESTscenes/UA_2.jpg,,,,,,,,,,,,,,Negvi,3,1,0.2805729580577463,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,7,,,,,,,,,,,,,,,,,60.91822445800062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.913340167026035,60.91822445800062,61.874997832928784,61.87512404192239,61.88673862500582,61.88673862500582,62.17139779194258,3,1,0.2805729580577463,None,62.17158620792907,62.17729641695041,63.170415874919854,63.20702716696542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-27_18h49.12.317,TEST_training_task,,2025.2.4,None,2026-03-27 18h49.13.665601 +0100,
,,,4,4,4,0,,TESTstimuli/TESTscenes/UB_2.jpg,,,,,,,,,,,,,,Somar,4,1,0.3312674160115421,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,10,,,,,,,,,,,,,,,,,63.20702716696542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.202263791929,63.20702716696542,64.1762804579921,64.17640583298635,64.18704087496735,64.18704087496735,64.52233229193371,4,1,0.3312674160115421,None,64.52578162495047,64.53694604197517,65.5203211249318,65.52839574997779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-27_18h49.12.317,TEST_training_task,,2025.2.4,None,2026-03-27 18h49.13.665601 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.52054883295204,65.52839574997779,65.52839574997779,67.09341316693462,space,1.5628851660294458,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-27_18h49.12.317,TEST_training_task,,2025.2.4,None,2026-03-27 18h49.13.665601 +0100,
,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,2,How did the tree trunks look like?,"1. Wide and Wing-like 
2. Mossy and thin
3. Dark and charred-looking",1,Negvi,None,stimuli/TESTscenes/JA_1.jpg,stimuli/TESTscenes/JA_2.jpg,3,0,1.4740555830067024,None,1,1,2.2352473329519853,None,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,,,,,,,,,67.12574950000271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.09435566700995,67.09448066703044,67.11281945800874,67.11289445799775,67.1129204579629,67.12574950000271,68.15499974996783,68.10933645803016,68.1456112919841,68.15499974996783,68.15499974996783,72.1197727919789,72.11982941697352,72.12438416702207,72.12438416702207,73.60514912498184,3,0,1.4740555830067024,None,73.62164308293723,73.63205520797055,73.63205520797055,0.016381707973778248,73.63205520797055,75.86116062500514,1,1,2.2352473329519853,None,,,,,,,,,,,,,,,,,,510,001,2026-03-27_18h49.12.317,TEST_training_task,,2025.2.4,None,2026-03-27 18h49.13.665601 +0100,
,,,,1,1,0,,,,,,,,,,,,,,,,,,,,,0,"Were there flowers in this jungle? If so, what color were they?","1. Yes, Red and yellow
2. Yes, Purple and orange
3. No, there weren't any flowers",1,Negvi,None,stimuli/TESTscenes/JA_1.jpg,stimuli/TESTscenes/JA_2.jpg,3,0,1.1538508739322424,None,1,1,4.247704916051589,None,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,,,,,,,,,75.8744222499663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.86570391699206,75.86580699996557,75.86584929202218,75.8744222499663,76.88681316701695,76.8590175419813,76.85999699996319,76.88681316701695,76.88681316701695,80.86932995798998,80.86945720796939,80.87306529202033,80.87306529202033,82.03955445799511,3,0,1.1538508739322424,None,82.05565962498076,82.0668715829961,82.0668715829961,0.01584904210176319,82.0668715829961,86.30978170793969,1,1,4.247704916051589,None,,,,,,,,,,,,,,,,,,510,001,2026-03-27_18h49.12.317,TEST_training_task,,2025.2.4,None,2026-03-27 18h49.13.665601 +0100,
,,,,2,2,0,,,,,,,,,,,,,,,,,,,,,3,How does the lighting looks like in this jungle?,"1. Sun is shining brightly through the foliage, the air is clear. 
2. The sun does not penetrate the mist and thick foliage.
3. The lighting is dim and green-tinted, with shadows but no visible sunbeams.",1,Negvi,None,stimuli/TESTscenes/JA_1.jpg,stimuli/TESTscenes/JA_2.jpg,3,0,1.3491717909928411,None,1,1,4.641180956969038,None,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,3,,,,,,,,,86.3221766250208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.3142439170042,86.31432441691868,86.31435858295299,86.3221766250208,87.31868649995886,87.3077073750319,87.30901174992323,87.31868649995886,87.31868649995886,91.3030284580309,91.30306125001516,91.30641883297358,91.30641883297358,92.65989995794371,3,0,1.3491717909928411,None,92.67992045800202,92.68952470796648,92.68952470796648,0.019963208003900945,92.68952470796648,97.32695825002156,1,1,4.641180956969038,None,91.30641883297358,91.30641883297358,,,,,,,,,,,,,,,,510,001,2026-03-27_18h49.12.317,TEST_training_task,,2025.2.4,None,2026-03-27 18h49.13.665601 +0100,
,,,,3,3,0,,,,,,,,,,,,,,,,,,,,,1,Was the ground green or brown? Was it grassy or covered in leaves?,"1. Green and Grassy
2. Brown and Leaves
3. Mossy",2,Negvi,None,stimuli/TESTscenes/JA_1.jpg,stimuli/TESTscenes/JA_2.jpg,3,0,1.3504796660272405,None,2,1,3.4881493319990113,None,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,1,,,,,,,,,97.34104824997485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.33202579198405,97.332114208024,97.33215133298654,97.34104824997485,98.33980295795482,98.32587095792405,98.32693954196293,98.33980295795482,98.33980295795482,102.32575187494513,102.32579566701315,102.33638366695959,102.33638366695959,103.69361833296716,3,0,1.3504796660272405,None,103.7081340829609,103.71658233297057,103.71658233297057,0.014424499939195812,103.71658233297057,107.20494954194874,2,1,3.4881493319990113,None,102.33638366695959,102.33638366695959,,,,,,,,,,,,,,,,510,001,2026-03-27_18h49.12.317,TEST_training_task,,2025.2.4,None,2026-03-27 18h49.13.665601 +0100,
,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,107.21990137500688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.21121908293571,107.21990137500688,109.23720500001218,109.20338620792609,,,,,,,,,,,,510,001,2026-03-27_18h49.12.317,TEST_training_task,,2025.2.4,None,2026-03-27 18h49.13.665601 +0100,
,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-27_18h49.12.317,TEST_training_task,,2025.2.4,None,2026-03-27 18h49.13.665601 +0100,
,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,What material primarily covered the ground?,"1. Fine white sand
2. Pebbles and small rocks
3. Flat stone slabs",2,Malbow,None,stimuli/TESTscenes/UB_1.jpg,stimuli/TESTscenes/UB_2.jpg,2,0,2.4776497500715777,None,2,1,2.278814415913075,None,space,2.2196536239935085,None,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,,,,,119.16436049994081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.20706283301115,109.20717541698832,109.23263187496923,109.2327029579319,109.23272724996787,109.23720500001218,110.2621312920237,110.21999629202764,110.25545945798513,110.2621312920237,110.2621312920237,114.23632124997675,114.23637820791919,114.23980820795987,114.23980820795987,116.72209904203191,2,0,2.4776497500715777,None,116.7380865829764,116.74694770795759,116.74694770795759,0.015840208041481674,116.74694770795759,119.02111933298875,2,1,2.278814415913075,None,,,,,,,119.15553112502676,119.16436049994081,119.16436049994081,119.16436049994081,119.16436049994081,119.16436049994081,119.16436049994081,121.38782895798795,space,2.2196536239935085,None,510,001,2026-03-27_18h49.12.317,TEST_training_task,,2025.2.4,None,2026-03-27 18h49.13.665601 +0100,
,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,What material primarily covered the ground?,"1. Fine white sand
2. Pebbles and small rocks
3. Flat stone slabs",2,Malbow,None,stimuli/TESTscenes/UB_1.jpg,stimuli/TESTscenes/UB_2.jpg,2,0,2.4776497500715777,None,2,1,2.278814415913075,None,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-27_18h49.12.317,TEST_training_task,,2025.2.4,None,2026-03-27 18h49.13.665601 +0100,
