scene_stimulus,scene_label,scene_img,correct_key,thisN,thisTrialN,thisRepN,conditionFile,scene_image,scene_name,scene_present,spaceKey.keys,spaceKey.rt,spaceKey.duration,group,Image1,Image2,Image3,scene_name_showALL,key_p1_2.keys,key_p1_2.rt,key_p1_2.duration,scene_name_p2,key_part2.keys,key_part2.corr,key_part2.rt,key_part2.duration,qst_num,question,options,correct_answer,key_rate_2.keys,key_rate_2.corr,key_rate_2.rt,key_rate_2.duration,key_question_2.keys,key_question_2.corr,key_question_2.rt,key_question_2.duration,key_sceneLearn.keys,key_sceneLearn.rt,key_sceneLearn.duration,scene_label_loader.thisRepN,scene_label_loader.thisTrialN,scene_label_loader.thisN,scene_label_loader.thisIndex,groups_loop.thisRepN,groups_loop.thisTrialN,groups_loop.thisN,groups_loop.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,groups_loop_p1_2.thisRepN,groups_loop_p1_2.thisTrialN,groups_loop_p1_2.thisN,groups_loop_p1_2.thisIndex,part2_loop.thisRepN,part2_loop.thisTrialN,part2_loop.thisN,part2_loop.thisIndex,p3_scene_loop.thisRepN,p3_scene_loop.thisTrialN,p3_scene_loop.thisN,p3_scene_loop.thisIndex,p3_vis_loop.thisRepN,p3_vis_loop.thisTrialN,p3_vis_loop.thisN,p3_vis_loop.thisIndex,skip_loop.thisRepN,skip_loop.thisTrialN,skip_loop.thisN,skip_loop.thisIndex,thisRow.t,notes,instructions_overall.started,text_instructions.started,key_welcome.started,instructions_overall.stopped,key_welcome.keys,key_welcome.rt,key_welcome.duration,scene_label_2.started,scene_label_2.stopped,p1_instruction.started,txt_insturctions_p1.started,key_instructions_p1.started,p1_instruction.stopped,key_instructions_p1.keys,key_instructions_p1.rt,key_instructions_p1.duration,p1.started,trial_image.started,scene_name_part1.started,text_scenename.started,txt_memorize.started,spaceKey.started,p1.stopped,trials_loop.spaceKey.keys,trials_loop.spaceKey.rt,trials_loop.spaceKey.duration,p1_2_instructions.started,text_p1_2_instructions.started,key_p1_2_instructions.started,p1_2_instructions.stopped,key_p1_2_instructions.keys,key_p1_2_instructions.rt,key_p1_2_instructions.duration,p1_2_showALL_2.started,image_left.started,image_center.started,image_right.started,key_p1_2.started,txt_scenename_showALL.started,p1_2_showALL_2.stopped,groups_loop_p1_2.key_p1_2.keys,groups_loop_p1_2.key_p1_2.rt,groups_loop_p1_2.key_p1_2.duration,p1_3_instructions_wide.started,text_instructions_p1_3.started,key_instructions_p1_3.started,p1_3_instructions_wide.stopped,key_instructions_p1_3.keys,key_instructions_p1_3.rt,key_instructions_p1_3.duration,p1_compare.started,img1.started,img2.started,img3.started,img4.started,label1.started,label2.started,label3.started,label4.started,key_p1_compare.started,p1_compare.stopped,key_p1_compare.keys,key_p1_compare.rt,key_p1_compare.duration,p1_3_instructions_close.started,text_instructions_p1.started,key_instructions_p1_4.started,p1_3_instructions_close.stopped,key_instructions_p1_4.keys,key_instructions_p1_4.rt,key_instructions_p1_4.duration,p1_compare_2.started,img1_2.started,img2_2.started,img3_2.started,img4_2.started,label1_2.started,label2_2.started,label3_2.started,label4_2.started,key_p1_compare_2.started,p1_compare_2.stopped,key_p1_compare_2.keys,key_p1_compare_2.rt,key_p1_compare_2.duration,p2_instructions.started,text_instructions_part2.started,key_resp.started,p2_instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,p2.started,scene_part2.started,p2.stopped,part2_question.started,text_part2_question.started,key_part2.started,part2_question.stopped,part2_loop.key_part2.keys,part2_loop.key_part2.corr,part2_loop.key_part2.rt,part2_loop.key_part2.duration,part2_feedback.started,text_part2_feedback.started,part2_feedback.stopped,text_part2_feedback.stopped,part3_instructions_2.started,text_part3_instructions_2.started,key_part3_instructions_2.started,part3_instructions_2.stopped,key_part3_instructions_2.keys,key_part3_instructions_2.rt,key_part3_instructions_2.duration,p3_reset_vis_vars.started,p3_reset_vis_vars.stopped,p3_skip_answered_questions.started,p3_skip_answered_questions.stopped,p3_blank1000.started,text.started,text.stopped,p3_blank1000.stopped,p3_visualize.started,text_p3_visualize.started,textbox_scene_name_2.started,p3_visualize.stopped,p3_rate.started,text_rate_2.started,key_rate_2.started,p3_rate.stopped,p3_vis_loop.key_rate_2.keys,p3_vis_loop.key_rate_2.corr,p3_vis_loop.key_rate_2.rt,p3_vis_loop.key_rate_2.duration,p3_question.started,text_question_2.started,text_option_2.started,key_question_2.started,text_5.started,p3_question.stopped,p3_vis_loop.key_question_2.keys,p3_vis_loop.key_question_2.corr,p3_vis_loop.key_question_2.rt,p3_vis_loop.key_question_2.duration,text_p3_visualize.stopped,textbox_scene_name_2.stopped,p3_study_again.started,study_image1_2.started,study_name1_2.started,key_sceneLearn.started,text_6.started,text_7.started,p3_study_again.stopped,skip_loop.key_sceneLearn.keys,skip_loop.key_sceneLearn.rt,skip_loop.key_sceneLearn.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,0,0,0,,,,,,,,JB,TESTstimuli/TESTscenes/JB_1.jpg,TESTstimuli/TESTscenes/JB_2.jpg,TESTstimuli/TESTscenes/JB_3.jpg,Malbow,space,0.877087541972287,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,23.478792666981462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.46950241702143,23.478792666981462,23.478792666981462,23.478792666981462,23.478792666981462,23.478792666981462,24.35990933398716,space,0.877087541972287,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2026-03-10_10h59.56.036,TEST_training_task,,2025.2.4,None,2026-03-10 10h59.57.253314 +0100,
,,,,1,1,0,,,,,,,,UB,TESTstimuli/TESTscenes/UB_1.jpg,TESTstimuli/TESTscenes/UB_2.jpg,TESTstimuli/TESTscenes/UB_3.jpg,Somar,space,0.946395292005036,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,24.493416459008586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.485874708974734,24.493416459008586,24.493416459008586,24.493416459008586,24.493416459008586,24.493416459008586,25.443034666997846,space,0.946395292005036,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2026-03-10_10h59.56.036,TEST_training_task,,2025.2.4,None,2026-03-10 10h59.57.253314 +0100,
,,,,2,2,0,,,,,,,,UA,TESTstimuli/TESTscenes/UA_1.jpg,TESTstimuli/TESTscenes/UA_2.jpg,TESTstimuli/TESTscenes/UA_3.jpg,Negvi,space,0.7740166659932584,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,25.548809833999258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.541205917019397,25.548809833999258,25.548809833999258,25.548809833999258,25.548809833999258,25.548809833999258,26.326502833981067,space,0.7740166659932584,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2026-03-10_10h59.56.036,TEST_training_task,,2025.2.4,None,2026-03-10 10h59.57.253314 +0100,
,,,,3,3,0,,,,,,,,JA,TESTstimuli/TESTscenes/JA_1.jpg,TESTstimuli/TESTscenes/JA_2.jpg,TESTstimuli/TESTscenes/JA_3.jpg,Tulon,space,0.7830365410191007,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,,26.605792374990415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.595857749984134,26.605792374990415,26.605792374990415,26.605792374990415,26.605792374990415,26.605792374990415,27.39318887499394,space,0.7830365410191007,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2026-03-10_10h59.56.036,TEST_training_task,,2025.2.4,None,2026-03-10 10h59.57.253314 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.393538291973528,27.40570495900465,27.40570495900465,28.71002524998039,space,1.2943902490078472,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2026-03-10_10h59.56.036,TEST_training_task,,2025.2.4,None,2026-03-10 10h59.57.253314 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.938047916977666,28.95183012500638,28.95183012500638,28.95183012500638,28.95183012500638,28.95183012500638,28.95183012500638,28.95183012500638,28.95183012500638,28.95183012500638,30.109684416966047,space,1.1491875410429202,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2026-03-10_10h59.56.036,TEST_training_task,,2025.2.4,None,2026-03-10 10h59.57.253314 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.109822208993137,30.119060833996627,30.119060833996627,31.143366042000707,space,1.0206565000116825,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2026-03-10_10h59.56.036,TEST_training_task,,2025.2.4,None,2026-03-10 10h59.57.253314 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.353294333966915,31.367098584014457,31.367098584014457,31.367098584014457,31.367098584014457,31.367098584014457,31.367098584014457,31.367098584014457,31.367098584014457,31.367098584014457,32.22599954198813,space,0.8544845000142232,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2026-03-10_10h59.56.036,TEST_training_task,,2025.2.4,None,2026-03-10 10h59.57.253314 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.22610249998979,32.23144266702002,32.23144266702002,33.498544625006616,space,1.2622114169644192,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2026-03-10_10h59.56.036,TEST_training_task,,2025.2.4,None,2026-03-10 10h59.57.253314 +0100,
,,,1,0,0,0,,TESTstimuli/TESTscenes/JA_1.jpg,,,,,,,,,,,,,,Tulon,1,1,1.9748439579852857,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,33.893802709004376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.88590016699163,33.893802709004376,34.50861525000073,34.51807216700399,34.528714834013954,34.528714834013954,36.510865541989915,1,1,1.9748439579852857,None,36.51601700001629,36.52777691697702,37.513122875010595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2026-03-10_10h59.56.036,TEST_training_task,,2025.2.4,None,2026-03-10 10h59.57.253314 +0100,
,,,1,1,1,0,,TESTstimuli/TESTscenes/JA_2.jpg,,,,,,,,,,,,,,Tulon,1,1,0.3323380420333706,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,37.62393845897168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.618321750022005,37.62393845897168,38.51435125002172,38.5144779169932,38.52507962501841,38.52507962501841,38.86241112498101,1,1,0.3323380420333706,None,38.86270754202269,38.866565499978606,39.858490208978765,39.91098425001837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2026-03-10_10h59.56.036,TEST_training_task,,2025.2.4,None,2026-03-10 10h59.57.253314 +0100,
,,,2,2,2,0,,TESTstimuli/TESTscenes/JB_3.jpg,,,,,,,,,,,,,,Malbow,2,1,0.2752207909943536,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,5,,,,,,,,,,,,,39.91098425001837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.90572170901578,39.91098425001837,40.86283029196784,40.86289829201996,40.8741830419749,40.8741830419749,41.158159625018016,2,1,0.2752207909943536,None,41.1582395840087,41.163210041995626,42.14696104201721,42.2519789999933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2026-03-10_10h59.56.036,TEST_training_task,,2025.2.4,None,2026-03-10 10h59.57.253314 +0100,
,,,1,3,3,0,,TESTstimuli/TESTscenes/JA_3.jpg,,,,,,,,,,,,,,Tulon,1,1,0.3531891670427285,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,,,,,,,,,,,,,42.2519789999933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.24733012501383,42.2519789999933,43.163184624980204,43.16325795900775,43.17411404201994,43.17411404201994,43.5296412089956,1,1,0.3531891670427285,None,43.52972462499747,43.540604916983284,44.525462416990194,44.57060749997618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2026-03-10_10h59.56.036,TEST_training_task,,2025.2.4,None,2026-03-10 10h59.57.253314 +0100,
,,,3,4,4,0,,TESTstimuli/TESTscenes/UA_2.jpg,,,,,,,,,,,,,,Negvi,3,1,0.23432495800079778,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,7,,,,,,,,,,,,,44.57060749997618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.56531120900763,44.57060749997618,45.530006458982825,45.53009924996877,45.54081791697536,45.54081791697536,45.78214345901506,3,1,0.23432495800079778,None,45.78229562501656,45.79075070901308,46.774880666984245,46.82874120899942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2026-03-10_10h59.56.036,TEST_training_task,,2025.2.4,None,2026-03-10 10h59.57.253314 +0100,
,,,4,5,5,0,,TESTstimuli/TESTscenes/UB_3.jpg,,,,,,,,,,,,,,Somar,4,1,0.2517995000234805,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,11,,,,,,,,,,,,,46.82874120899942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.82368845900055,46.82874120899942,47.791935416986234,47.79201233398635,47.79637879197253,47.79637879197253,48.05985966697335,4,1,0.2517995000234805,None,48.069196333992295,48.07873524999013,49.06446054199478,49.07389349996811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2026-03-10_10h59.56.036,TEST_training_task,,2025.2.4,None,2026-03-10 10h59.57.253314 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.06470370898023,49.07389349996811,49.07389349996811,50.07653916697018,space,0.9942156239994802,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2026-03-10_10h59.56.036,TEST_training_task,,2025.2.4,None,2026-03-10 10h59.57.253314 +0100,
,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,3,How did the ground look?,"1. Completely covered with rocks
 2. Mostly sandy with some rocks 
3. Covered with rocks except in the middle
4. Covered with rocks except on the sides",4,3,0,0.5071808740030974,None,4,1,3.9171228329651058,None,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3,,,,,50.114040624990594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.078241708979476,50.07832949998556,50.10644470900297,50.10650574997999,50.106525791983586,50.114040624990594,51.14364954200573,51.096876042021904,51.13416033401154,51.14364954200573,51.14364954200573,55.10838612500811,55.10844104201533,55.114154124981724,55.114154124981724,55.62613941699965,3,0,0.5071808740030974,None,55.640661749988794,55.650634167017415,55.650634167017415,0.014460792008321732,55.650634167017415,59.55952549999347,4,1,3.9171228329651058,None,,,,,,,,,,,,,1,001,2026-03-10_10h59.56.036,TEST_training_task,,2025.2.4,None,2026-03-10 10h59.57.253314 +0100,
,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,1,What was the color of seaweed in the scene?,"1.  Green-yellow
2. Reddish.
3. Dark green",2,3,0,1.0982877080095932,None,1,0,3.0528329579974525,None,space,2.660434958001133,None,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,68.84051162499236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.5854593749973,59.58552199997939,59.585543624998536,59.59195049997652,60.58770466700662,60.575360834016465,60.57660641701659,60.58770466700662,60.58770466700662,64.57495674997335,64.5749950419995,64.57896050001727,64.57896050001727,65.68130474997452,3,0,1.0982877080095932,None,65.69390850001946,65.70270545897074,65.70270545897074,0.012502499972470105,65.70270545897074,68.77576045901515,1,0,3.0528329579974525,None,64.57896050001727,64.57896050001727,68.83267770899693,68.84051162499236,68.84051162499236,68.84051162499236,68.84051162499236,68.84051162499236,71.5096988339792,space,2.660434958001133,None,1,001,2026-03-10_10h59.56.036,TEST_training_task,,2025.2.4,None,2026-03-10 10h59.57.253314 +0100,
,,,,1,1,0,,,,,,,,,,,,,,,,,,,,,1,What was the color of seaweed in the scene?,"1.  Green-yellow
2. Reddish.
3. Dark green",2,3,0,1.0982877080095932,None,1,0,3.0528329579974525,None,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2026-03-10_10h59.56.036,TEST_training_task,,2025.2.4,None,2026-03-10 10h59.57.253314 +0100,
,,,,1,1,0,,,,,,,,,,,,,,,,,,,,,2,How did the lighting appear overall?,"1. Dim and bluish 
2. Bright and strong rays
3. Warm and golden",1,3,0,0.9676814170088619,None,1,1,2.0158664169721305,None,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,2,,,,,71.53998566698283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.53251895902213,71.5325839589932,71.53260916698491,71.53998566698283,72.53802379197441,72.52519808401121,72.52645258401753,72.53802379197441,72.53802379197441,76.52493504201993,76.52497387496987,76.52864270901773,76.52864270901773,77.49872212501941,3,0,0.9676814170088619,None,77.5109738750034,77.51967854198301,77.51967854198301,0.012189083965495229,77.51967854198301,79.53156183398096,1,1,2.0158664169721305,None,76.52864270901773,76.52864270901773,,,,,,,,,,,1,001,2026-03-10_10h59.56.036,TEST_training_task,,2025.2.4,None,2026-03-10 10h59.57.253314 +0100,
,,,,2,2,0,,,,,,,,,,,,,,,,,,,,,0,What material primarily covered the ground?,"1. Fine white sand
2. Pebbles and small rocks
3. Flat stone slabs",2,3,0,1.0390527910203673,None,2,1,2.2508677080040798,None,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,0,,,,,79.56407520896755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.55785408400698,79.55791487498209,79.55793816701043,79.56407520896755,80.57505195902195,80.546937874984,80.54788191698026,80.57505195902195,80.57505195902195,84.55801879201317,84.55806112498976,84.56275783397723,84.56275783397723,85.60986854200019,3,0,1.0390527910203673,None,85.622525667015,85.63092254201183,85.63092254201183,0.01255670899990946,85.63092254201183,87.87643591698725,2,1,2.2508677080040798,None,,,,,,,,,,,,,1,001,2026-03-10_10h59.56.036,TEST_training_task,,2025.2.4,None,2026-03-10 10h59.57.253314 +0100,
,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,1,What was the color of seaweed in the scene?,"1.  Green-yellow
2. Reddish.
3. Dark green",2,3,0,0.9512427080189809,None,3,0,2.014788541942835,None,space,2.342292957997415,None,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,1,0,0,0,0,95.94483254197985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.90252091700677,87.90257862501312,87.90259945899015,87.90859191701747,88.90524116699817,88.892209291982,88.8934937500162,88.90524116699817,88.90524116699817,92.89145037496928,92.89148695900803,92.89631816698238,92.89631816698238,93.85933029197622,3,0,0.9512427080189809,None,93.8711933339946,93.88001899997471,93.88001899997471,0.011871583003085107,93.88001899997471,95.89306020899676,3,0,2.014788541942835,None,92.89631816698238,92.89631816698238,95.93416987499222,95.94483254197985,95.94483254197985,95.94483254197985,95.94483254197985,95.94483254197985,98.29264424997382,space,2.342292957997415,None,1,001,2026-03-10_10h59.56.036,TEST_training_task,,2025.2.4,None,2026-03-10 10h59.57.253314 +0100,
,,,,3,3,0,,,,,,,,,,,,,,,,,,,,,1,What was the color of seaweed in the scene?,"1.  Green-yellow
2. Reddish.
3. Dark green",2,3,0,0.9512427080189809,None,3,0,2.014788541942835,None,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2026-03-10_10h59.56.036,TEST_training_task,,2025.2.4,None,2026-03-10 10h59.57.253314 +0100,
,,,,4,0,1,,,,,,,,,,,,,,,,,,,,,3,How did the ground look?,"1. Completely covered with rocks
 2. Mostly sandy with some rocks 
3. Covered with rocks except in the middle
4. Covered with rocks except on the sides",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
