scene_stimulus,scene_label,scene_img,correct_key,thisN,thisTrialN,thisRepN,conditionFile,scene_image,scene_name,scene_present,spaceKey.keys,spaceKey.rt,spaceKey.duration,group,Image1,Image2,Image3,scene_name_showALL,key_p1_2.keys,key_p1_2.rt,key_p1_2.duration,scene_name_p2,key_part2.keys,key_part2.corr,key_part2.rt,key_part2.duration,qst_num,question,options,correct_answer,label_current,scene_again,scene_left,scene_right,key_rate_2.keys,key_rate_2.corr,key_rate_2.rt,key_rate_2.duration,key_question_2.keys,key_question_2.corr,key_question_2.rt,key_question_2.duration,key_sceneLearn.keys,key_sceneLearn.rt,key_sceneLearn.duration,scene_label_loader.thisRepN,scene_label_loader.thisTrialN,scene_label_loader.thisN,scene_label_loader.thisIndex,groups_loop.thisRepN,groups_loop.thisTrialN,groups_loop.thisN,groups_loop.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,groups_loop_p1_2.thisRepN,groups_loop_p1_2.thisTrialN,groups_loop_p1_2.thisN,groups_loop_p1_2.thisIndex,part2_loop.thisRepN,part2_loop.thisTrialN,part2_loop.thisN,part2_loop.thisIndex,p3_scene_loop.thisRepN,p3_scene_loop.thisTrialN,p3_scene_loop.thisN,p3_scene_loop.thisIndex,p3_vis_loop.thisRepN,p3_vis_loop.thisTrialN,p3_vis_loop.thisN,p3_vis_loop.thisIndex,skip_loop.thisRepN,skip_loop.thisTrialN,skip_loop.thisN,skip_loop.thisIndex,loop_msg.thisRepN,loop_msg.thisTrialN,loop_msg.thisN,loop_msg.thisIndex,thisRow.t,notes,instructions_overall.started,text_instructions.started,key_welcome.started,instructions_overall.stopped,key_welcome.keys,key_welcome.rt,key_welcome.duration,scene_label_2.started,scene_label_2.stopped,p1_instruction.started,txt_insturctions_p1.started,key_instructions_p1.started,p1_instruction.stopped,key_instructions_p1.keys,key_instructions_p1.rt,key_instructions_p1.duration,p1.started,trial_image.started,scene_name_part1.started,text_scenename.started,txt_memorize.started,spaceKey.started,p1.stopped,trials_loop.spaceKey.keys,trials_loop.spaceKey.rt,trials_loop.spaceKey.duration,p1_2_instructions.started,text_p1_2_instructions.started,key_p1_2_instructions.started,p1_2_instructions.stopped,key_p1_2_instructions.keys,key_p1_2_instructions.rt,key_p1_2_instructions.duration,p1_2_showALL_2.started,image_left.started,image_center.started,image_right.started,key_p1_2.started,txt_scenename_showALL.started,p1_2_showALL_2.stopped,groups_loop_p1_2.key_p1_2.keys,groups_loop_p1_2.key_p1_2.rt,groups_loop_p1_2.key_p1_2.duration,p1_3_instructions_wide.started,text_instructions_p1_3.started,key_instructions_p1_3.started,p1_3_instructions_wide.stopped,key_instructions_p1_3.keys,key_instructions_p1_3.rt,key_instructions_p1_3.duration,p1_compare.started,img1.started,img2.started,img3.started,img4.started,label1.started,label2.started,label3.started,label4.started,key_p1_compare.started,p1_compare.stopped,key_p1_compare.keys,key_p1_compare.rt,key_p1_compare.duration,p1_3_instructions_close.started,text_instructions_p1.started,key_instructions_p1_4.started,p1_3_instructions_close.stopped,key_instructions_p1_4.keys,key_instructions_p1_4.rt,key_instructions_p1_4.duration,p1_compare_2.started,img1_2.started,img2_2.started,img3_2.started,img4_2.started,label1_2.started,label2_2.started,label3_2.started,label4_2.started,key_p1_compare_2.started,p1_compare_2.stopped,key_p1_compare_2.keys,key_p1_compare_2.rt,key_p1_compare_2.duration,p2_instructions.started,text_instructions_part2.started,key_resp.started,p2_instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,p2.started,p2.stopped,part2_question.started,text_part2_question.started,key_part2.started,part2_question.stopped,part2_loop.key_part2.keys,part2_loop.key_part2.corr,part2_loop.key_part2.rt,part2_loop.key_part2.duration,part2_feedback.started,text_part2_feedback.started,text_part2_feedback.stopped,part2_feedback.stopped,scene_part2.started,part3_instructions_2.started,text_part3_instructions_2.started,key_part3_instructions_2.started,part3_instructions_2.stopped,key_part3_instructions_2.keys,key_part3_instructions_2.rt,key_part3_instructions_2.duration,p3_reset_vis_vars.started,p3_reset_vis_vars.stopped,p3_skip_answered_questions.started,p3_skip_answered_questions.stopped,p3_blank1000.started,text.started,p3_blank1000.stopped,p3_visualize.started,text_p3_visualize.started,textbox_scene_name_2.started,p3_visualize.stopped,p3_rate.started,text_rate_2.started,key_rate_2.started,p3_rate.stopped,p3_vis_loop.key_rate_2.keys,p3_vis_loop.key_rate_2.corr,p3_vis_loop.key_rate_2.rt,p3_vis_loop.key_rate_2.duration,p3_question.started,text_question_2.started,text_option_2.started,key_question_2.started,text_5.started,p3_question.stopped,p3_vis_loop.key_question_2.keys,p3_vis_loop.key_question_2.corr,p3_vis_loop.key_question_2.rt,p3_vis_loop.key_question_2.duration,p3_study_again.started,study_scene_left.started,study_scene_right.started,study_name1_2.started,key_sceneLearn.started,text_6.started,text_7.started,p3_study_again.stopped,skip_loop.key_sceneLearn.keys,skip_loop.key_sceneLearn.rt,skip_loop.key_sceneLearn.duration,text.stopped,text_p3_visualize.stopped,textbox_scene_name_2.stopped,p3_correct_msg.started,text_next_scene_2.started,p3_correct_msg.stopped,text_next_scene_2.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.59379079204518,41.606119042029604,41.606119042029604,43.58041112497449,space,1.9700349159538746,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-24_10h45.15.300,TEST_training_task,,2025.2.4,None,2026-03-24 10h45.16.587173 +0100,
,,,,0,0,0,,,,,,,,UB,stimuli/TESTscenes/UB_1.jpg,stimuli/TESTscenes/UB_2.jpg,stimuli/TESTscenes/UB_3.jpg,scene_UB_lbl,space,2.051571791060269,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,46.32237775006797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.302385375020094,46.32237775006797,46.32237775006797,46.32237775006797,46.32237775006797,46.32237775006797,48.3766232089838,space,2.051571791060269,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-24_10h45.15.300,TEST_training_task,,2025.2.4,None,2026-03-24 10h45.16.587173 +0100,
,,,,1,1,0,,,,,,,,JB,stimuli/TESTscenes/JB_1.jpg,stimuli/TESTscenes/JB_2.jpg,stimuli/TESTscenes/JB_3.jpg,scene_JB_lbl,space,1.7224918740103021,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,48.506078334059566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.496704083983786,48.506078334059566,48.506078334059566,48.506078334059566,48.506078334059566,48.506078334059566,50.23170162504539,space,1.7224918740103021,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-24_10h45.15.300,TEST_training_task,,2025.2.4,None,2026-03-24 10h45.16.587173 +0100,
,,,,2,2,0,,,,,,,,UA,stimuli/TESTscenes/UA_1.jpg,stimuli/TESTscenes/UA_2.jpg,stimuli/TESTscenes/UA_3.jpg,scene_UA_lbl,space,2.2428205830510706,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,54.1615451250691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.12787475006189,54.1615451250691,54.1615451250691,54.1615451250691,54.1615451250691,54.1615451250691,56.40956829208881,space,2.2428205830510706,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-24_10h45.15.300,TEST_training_task,,2025.2.4,None,2026-03-24 10h45.16.587173 +0100,
,,,,3,3,0,,,,,,,,JA,stimuli/TESTscenes/JA_1.jpg,stimuli/TESTscenes/JA_2.jpg,stimuli/TESTscenes/JA_3.jpg,scene_JA_lbl,space,1.4232188330497593,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,56.69114350003656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.681441500084475,56.69114350003656,56.69114350003656,56.69114350003656,56.69114350003656,56.69114350003656,58.12537466699723,space,1.4232188330497593,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-24_10h45.15.300,TEST_training_task,,2025.2.4,None,2026-03-24 10h45.16.587173 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.125602875021286,58.13443470897619,58.13443470897619,59.830297000007704,space,1.6938200820004568,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-24_10h45.15.300,TEST_training_task,,2025.2.4,None,2026-03-24 10h45.16.587173 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.03954341704957,60.05165337503422,60.05165337503422,60.05165337503422,60.05165337503422,60.05165337503422,60.05165337503422,60.05165337503422,60.05165337503422,60.05165337503422,64.99113795906305,space,4.931277540978044,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-24_10h45.15.300,TEST_training_task,,2025.2.4,None,2026-03-24 10h45.16.587173 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99120849999599,64.99956912500784,64.99956912500784,66.72920237504877,space,1.7260480819968507,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-24_10h45.15.300,TEST_training_task,,2025.2.4,None,2026-03-24 10h45.16.587173 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.93554675008636,66.94700891699176,66.94700891699176,66.94700891699176,66.94700891699176,66.94700891699176,66.94700891699176,66.94700891699176,66.94700891699176,66.94700891699176,69.29168662498705,space,2.335422956966795,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-24_10h45.15.300,TEST_training_task,,2025.2.4,None,2026-03-24 10h45.16.587173 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.29179066698998,69.30015237501357,69.30015237501357,70.84749720897526,space,1.5424488749122247,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-24_10h45.15.300,TEST_training_task,,2025.2.4,None,2026-03-24 10h45.16.587173 +0100,
,,,2,0,0,0,,TESTstimuli/TESTscenes/JB_1.jpg,,,,,,,,,,,,,,Malbow,3,0,2.756228999933228,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,,,,,72.61111100006383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.58318579208571,72.58324670908041,72.58716083399486,72.61111100006383,72.61111100006383,75.37556891702116,3,0,2.756228999933228,None,75.38040183403064,75.39086316700559,76.43005062500015,76.3744601670187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-24_10h45.15.300,TEST_training_task,,2025.2.4,None,2026-03-24 10h45.16.587173 +0100,
,,,3,1,1,0,,TESTstimuli/TESTscenes/UA_2.jpg,,,,,,,,,,,,,,Negvi,3,1,0.3544067080365494,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,7,,,,,,,,,,,,,,,,,76.43005062500015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.42505720898043,77.37875500007067,77.37882966699544,77.39095687505323,77.39095687505323,77.75778158404864,3,1,0.3544067080365494,None,77.7607208340196,77.76846283406485,78.85643012507353,78.75760920904577,76.43005062500015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-24_10h45.15.300,TEST_training_task,,2025.2.4,None,2026-03-24 10h45.16.587173 +0100,
,,,1,2,2,0,,TESTstimuli/TESTscenes/JA_2.jpg,,,,,,,,,,,,,,Tulon,1,1,0.2402830000501126,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,78.85643012507353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.8516684169881,79.7623003750341,79.76241362502333,79.77401325001847,79.77401325001847,80.02478783403058,1,1,0.2402830000501126,None,80.02492766699288,80.03239225002471,81.06429595907684,81.02430129202548,78.85643012507353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-24_10h45.15.300,TEST_training_task,,2025.2.4,None,2026-03-24 10h45.16.587173 +0100,
,,,4,3,3,0,,TESTstimuli/TESTscenes/UB_3.jpg,,,,,,,,,,,,,,Somar,4,1,0.21571279095951468,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,11,,,,,,,,,,,,,,,,,81.06429595907684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0593622920569,82.02928079199046,82.02939716703258,82.04054458404426,82.04054458404426,82.25851850002073,4,1,0.21571279095951468,None,82.25866120902356,82.26327566697728,83.29361620906275,83.24609925004188,81.06429595907684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-24_10h45.15.300,TEST_training_task,,2025.2.4,None,2026-03-24 10h45.16.587173 +0100,
,,,2,4,4,0,,TESTstimuli/TESTscenes/JB_2.jpg,,,,,,,,,,,,,,Malbow,2,1,0.1994710830040276,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,83.29361620906275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.28799537499435,84.26228608400561,84.26233679207508,84.27376666700002,84.27376666700002,84.47549225005787,2,1,0.1994710830040276,None,84.47761820908636,84.48524212499615,85.48228379199281,85.47427100001369,83.29361620906275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-24_10h45.15.300,TEST_training_task,,2025.2.4,None,2026-03-24 10h45.16.587173 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.4745273339795,85.48228379199281,85.48228379199281,86.81354354205541,space,1.3277100819395855,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-24_10h45.15.300,TEST_training_task,,2025.2.4,None,2026-03-24 10h45.16.587173 +0100,
,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,2,What atmospheric condition defined the scene?,"1. Foggy and misty
2. Bright sunlight
3. Partly cloudy",1,Negvi,None,stimuli/TESTscenes/JB_1.jpg,stimuli/TESTscenes/JB_2.jpg,3,0,2.8990634999936447,None,3,0,3.307640582905151,None,space,7.151364624965936,None,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,0,0,0,0,,,,,98.15914300002623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.81432562507689,86.81441741704475,86.83353000006173,86.83359491708688,86.83362316701096,86.84889283403754,87.84056616702583,87.88646525004879,87.89876795897726,87.89876795897726,91.84038483398035,91.8404306670418,91.84526245901361,91.84526245901361,94.74725991708692,3,0,2.8990634999936447,None,94.76004795904737,94.77027554204687,94.77027554204687,0.012739167083054781,94.77027554204687,98.07529025000986,3,0,3.307640582905151,None,98.14850820903666,98.15914300002623,98.15914300002623,98.15914300002623,98.15914300002623,98.15914300002623,98.15914300002623,105.31505262502469,space,7.151364624965936,None,,,,,,,,510,001,2026-03-24_10h45.15.300,TEST_training_task,,2025.2.4,None,2026-03-24 10h45.16.587173 +0100,
,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,2,What atmospheric condition defined the scene?,"1. Foggy and misty
2. Bright sunlight
3. Partly cloudy",1,Negvi,None,stimuli/TESTscenes/JB_1.jpg,stimuli/TESTscenes/JB_2.jpg,3,0,2.8990634999936447,None,3,0,3.307640582905151,None,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-24_10h45.15.300,TEST_training_task,,2025.2.4,None,2026-03-24 10h45.16.587173 +0100,
,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,What was the dominant ground texture throughout the scene?,"1. Green grass
2. Fallen leaves
3. Thick green moss
4. Shrubs and dirt",3,Negvi,None,stimuli/TESTscenes/JB_1.jpg,stimuli/TESTscenes/JB_2.jpg,3,0,1.1789947490906343,None,3,1,2.2850608739536256,None,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,105.32888225000352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.31920045905281,105.31928016699385,105.31931275001261,105.32888225000352,106.31239854206797,106.31340683402959,106.3407105000224,106.3407105000224,110.32359495898709,110.3236363750184,110.32771874999162,110.32771874999162,111.51199866703246,3,0,1.1789947490906343,None,111.52316570898984,111.53075816703495,111.53075816703495,0.011123375035822392,111.53075816703495,113.81450329208747,3,1,2.2850608739536256,None,,,,,,,,,,,,106.3407105000224,,,,,,,510,001,2026-03-24_10h45.15.300,TEST_training_task,,2025.2.4,None,2026-03-24 10h45.16.587173 +0100,
,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,2,What atmospheric condition defined the scene?,"1. Foggy and misty
2. Bright sunlight
3. Partly cloudy",1,Negvi,None,stimuli/TESTscenes/JB_1.jpg,stimuli/TESTscenes/JB_2.jpg,2,0,0.9643339569447562,None,1,1,3.4086753739975393,None,space,3.163987083011307,None,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,2,0,0,0,0,,,,,123.28460491704755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.8189905420877,113.81907983403653,113.8191151249921,113.82893366704229,114.81248412502464,114.81342408398632,114.82358208403457,114.82358208403457,118.80704045901075,118.80707520898432,118.81183420901652,118.81183420901652,119.77984733402263,2,0,0.9643339569447562,None,119.7908354169922,119.80015650007408,119.80015650007408,0.010932459030300379,119.80015650007408,123.20796354208142,1,1,3.4086753739975393,None,123.2775804999983,123.28460491704755,123.28460491704755,123.28460491704755,123.28460491704755,123.28460491704755,123.28460491704755,126.4572704170132,space,3.163987083011307,None,114.82358208403457,118.81183420901652,118.81183420901652,,,,,510,001,2026-03-24_10h45.15.300,TEST_training_task,,2025.2.4,None,2026-03-24 10h45.16.587173 +0100,
,,,,1,1,0,,,,,,,,,,,,,,,,,,,,,2,What atmospheric condition defined the scene?,"1. Foggy and misty
2. Bright sunlight
3. Partly cloudy",1,Negvi,None,stimuli/TESTscenes/JB_1.jpg,stimuli/TESTscenes/JB_2.jpg,2,0,0.9643339569447562,None,1,1,3.4086753739975393,None,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-24_10h45.15.300,TEST_training_task,,2025.2.4,None,2026-03-24 10h45.16.587173 +0100,
,,,,2,2,0,,,,,,,,,,,,,,,,,,,,,3,What type of vegetation was most visually prominent?,"1. Wide wing-like trees and green leaves
2.Tall trees with vines and moss
3. Bright tropical flowers and open palm trees",2,Negvi,None,stimuli/TESTscenes/JB_1.jpg,stimuli/TESTscenes/JB_2.jpg,3,0,1.0251926239579916,None,2,1,2.1097205409314483,None,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,3,,,,,,,,,126.46913962508552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.46180329204071,126.4618860000046,126.4619193340186,126.46913962508552,127.4574128750246,127.45862254197709,127.47011983406264,127.47011983406264,131.45693958399352,131.45699158404022,131.46174916706514,131.46174916706514,132.49173812498339,3,0,1.0251926239579916,None,132.50465479202103,132.5129127500113,132.5129127500113,0.012752542039379478,132.5129127500113,134.62490520905703,2,1,2.1097205409314483,None,,,,,,,,,,,,127.47011983406264,131.46174916706514,131.46174916706514,,,,,510,001,2026-03-24_10h45.15.300,TEST_training_task,,2025.2.4,None,2026-03-24 10h45.16.587173 +0100,
,,,,3,3,0,,,,,,,,,,,,,,,,,,,,,1,"Were there flowers in this jungle? If yes, which color?","1. Yes, purple
2. Yes, red
3. No",3,Negvi,None,stimuli/TESTscenes/JB_1.jpg,stimuli/TESTscenes/JB_2.jpg,3,0,1.555239332956262,None,3,1,3.408744915970601,None,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,1,,,,,,,,,134.63913504208904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.63022529205773,134.6303328750655,134.63037224998698,134.63913504208904,135.62408716708887,135.62549616699107,135.6367361670127,135.6367361670127,139.6233716669958,139.62339966697618,139.62787154200487,139.62787154200487,141.1907459590584,3,0,1.555239332956262,None,141.2028458750574,141.21115283400286,141.21115283400286,0.012033000006340444,141.21115283400286,144.61386200005654,3,1,3.408744915970601,None,,,,,,,,,,,,135.6367361670127,139.62787154200487,139.62787154200487,,,,,510,001,2026-03-24_10h45.15.300,TEST_training_task,,2025.2.4,None,2026-03-24 10h45.16.587173 +0100,
,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,144.62956929206848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.620725417044,144.62956929206848,146.62337441707496,,510,001,2026-03-24_10h45.15.300,TEST_training_task,,2025.2.4,None,2026-03-24 10h45.16.587173 +0100,
,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-24_10h45.15.300,TEST_training_task,,2025.2.4,None,2026-03-24 10h45.16.587173 +0100,
