scene_stimulus,scene_label,scene_img,correct_key,thisN,thisTrialN,thisRepN,conditionFile,scene_image,scene_name,scene_present,spaceKey.keys,spaceKey.rt,spaceKey.duration,group,Image1,Image2,Image3,scene_name_showALL,key_p1_2.keys,key_p1_2.rt,key_p1_2.duration,scene_name_p2,key_part2.keys,key_part2.corr,key_part2.rt,key_part2.duration,qst_num,question,options,correct_answer,label_current,scene_left,scene_right,key_rate_2.keys,key_rate_2.corr,key_rate_2.rt,key_rate_2.duration,key_question_2.keys,key_question_2.corr,key_question_2.rt,key_question_2.duration,key_sceneLearn.keys,key_sceneLearn.rt,key_sceneLearn.duration,scene_label_loader.thisRepN,scene_label_loader.thisTrialN,scene_label_loader.thisN,scene_label_loader.thisIndex,groups_loop.thisRepN,groups_loop.thisTrialN,groups_loop.thisN,groups_loop.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,groups_loop_p1_2.thisRepN,groups_loop_p1_2.thisTrialN,groups_loop_p1_2.thisN,groups_loop_p1_2.thisIndex,part2_loop.thisRepN,part2_loop.thisTrialN,part2_loop.thisN,part2_loop.thisIndex,p3_scene_loop.thisRepN,p3_scene_loop.thisTrialN,p3_scene_loop.thisN,p3_scene_loop.thisIndex,p3_vis_loop.thisRepN,p3_vis_loop.thisTrialN,p3_vis_loop.thisN,p3_vis_loop.thisIndex,skip_loop.thisRepN,skip_loop.thisTrialN,skip_loop.thisN,skip_loop.thisIndex,loop_msg.thisRepN,loop_msg.thisTrialN,loop_msg.thisN,loop_msg.thisIndex,thisRow.t,notes,instructions_overall.started,text_instructions.started,key_welcome.started,instructions_overall.stopped,key_welcome.keys,key_welcome.rt,key_welcome.duration,scene_label_2.started,scene_label_2.stopped,p1_instruction.started,txt_insturctions_p1.started,key_instructions_p1.started,p1_instruction.stopped,key_instructions_p1.keys,key_instructions_p1.rt,key_instructions_p1.duration,p1.started,trial_image.started,scene_name_part1.started,text_scenename.started,txt_memorize.started,spaceKey.started,p1.stopped,trials_loop.spaceKey.keys,trials_loop.spaceKey.rt,trials_loop.spaceKey.duration,p1_2_instructions.started,text_p1_2_instructions.started,key_p1_2_instructions.started,p1_2_instructions.stopped,key_p1_2_instructions.keys,key_p1_2_instructions.rt,key_p1_2_instructions.duration,p1_2_showALL_2.started,image_left.started,image_center.started,image_right.started,key_p1_2.started,txt_scenename_showALL.started,p1_2_showALL_2.stopped,groups_loop_p1_2.key_p1_2.keys,groups_loop_p1_2.key_p1_2.rt,groups_loop_p1_2.key_p1_2.duration,p1_3_instructions_wide.started,text_instructions_p1_3.started,key_instructions_p1_3.started,p1_3_instructions_wide.stopped,key_instructions_p1_3.keys,key_instructions_p1_3.rt,key_instructions_p1_3.duration,p1_compare.started,img1.started,img2.started,img3.started,img4.started,label1.started,label2.started,label3.started,label4.started,key_p1_compare.started,p1_compare.stopped,key_p1_compare.keys,key_p1_compare.rt,key_p1_compare.duration,p1_3_instructions_close.started,text_instructions_p1.started,key_instructions_p1_4.started,p1_3_instructions_close.stopped,key_instructions_p1_4.keys,key_instructions_p1_4.rt,key_instructions_p1_4.duration,p1_compare_2.started,img1_2.started,img2_2.started,img3_2.started,img4_2.started,label1_2.started,label2_2.started,label3_2.started,label4_2.started,key_p1_compare_2.started,p1_compare_2.stopped,key_p1_compare_2.keys,key_p1_compare_2.rt,key_p1_compare_2.duration,p2_instructions.started,text_instructions_part2.started,key_resp.started,p2_instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,p2.started,p2.stopped,part2_question.started,text_part2_question.started,key_part2.started,part2_question.stopped,part2_loop.key_part2.keys,part2_loop.key_part2.corr,part2_loop.key_part2.rt,part2_loop.key_part2.duration,part2_feedback.started,text_part2_feedback.started,part2_feedback.stopped,scene_part2.started,text_part2_feedback.stopped,part3_instructions_2.started,text_part3_instructions_2.started,key_part3_instructions_2.started,part3_instructions_2.stopped,key_part3_instructions_2.keys,key_part3_instructions_2.rt,key_part3_instructions_2.duration,p3_reset_vis_vars.started,p3_reset_vis_vars.stopped,p3_skip_answered_questions.started,p3_skip_answered_questions.stopped,p3_blank1000.started,text.started,p3_blank1000.stopped,p3_visualize.started,text_p3_visualize.started,textbox_scene_name_2.started,p3_visualize.stopped,p3_rate.started,text_rate_2.started,key_rate_2.started,p3_rate.stopped,p3_vis_loop.key_rate_2.keys,p3_vis_loop.key_rate_2.corr,p3_vis_loop.key_rate_2.rt,p3_vis_loop.key_rate_2.duration,p3_question.started,text_question_2.started,text_option_2.started,key_question_2.started,text_5.started,p3_question.stopped,p3_vis_loop.key_question_2.keys,p3_vis_loop.key_question_2.corr,p3_vis_loop.key_question_2.rt,p3_vis_loop.key_question_2.duration,text.stopped,text_p3_visualize.stopped,textbox_scene_name_2.stopped,p3_study_again.started,study_scene_left.started,study_scene_right.started,study_name1_2.started,key_sceneLearn.started,text_6.started,text_7.started,p3_study_again.stopped,skip_loop.key_sceneLearn.keys,skip_loop.key_sceneLearn.rt,skip_loop.key_sceneLearn.duration,p3_correct_msg.started,text_next_scene_2.started,p3_correct_msg.stopped,key_question_2.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.4058383750089,41.417236167006195,41.417236167006195,43.953080292005325,space,2.5283620409900323,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,001,2026-04-26_11h55.46.794,TEST_training_task,,2025.2.4,None,2026-04-26 11h55.57.165990 +0200,
,,,,0,0,0,,,,,,,,UB,stimuli/TESTscenes/UB_1.jpg,stimuli/TESTscenes/UB_2.jpg,stimuli/TESTscenes/UB_3.jpg,scene_UB_lbl,space,1.920693082996877,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,48.22679758400773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.20977004201268,48.22679758400773,48.22679758400773,48.22679758400773,48.22679758400773,48.22679758400773,50.15365700001712,space,1.920693082996877,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,001,2026-04-26_11h55.46.794,TEST_training_task,,2025.2.4,None,2026-04-26 11h55.57.165990 +0200,
,,,,1,1,0,,,,,,,,JB,stimuli/TESTscenes/JB_1.jpg,stimuli/TESTscenes/JB_2.jpg,stimuli/TESTscenes/JB_3.jpg,scene_JB_lbl,space,1.9658978329971433,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,54.639970792020904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.62545229200623,54.639970792020904,54.639970792020904,54.639970792020904,54.639970792020904,54.639970792020904,56.60887779202312,space,1.9658978329971433,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,001,2026-04-26_11h55.46.794,TEST_training_task,,2025.2.4,None,2026-04-26 11h55.57.165990 +0200,
,,,,2,2,0,,,,,,,,UA,stimuli/TESTscenes/UA_1.jpg,stimuli/TESTscenes/UA_2.jpg,stimuli/TESTscenes/UA_3.jpg,scene_UA_lbl,space,1.874813708011061,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,61.113512000010815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.09864183401805,61.113512000010815,61.113512000010815,61.113512000010815,61.113512000010815,61.113512000010815,62.991583916998934,space,1.874813708011061,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,001,2026-04-26_11h55.46.794,TEST_training_task,,2025.2.4,None,2026-04-26 11h55.57.165990 +0200,
,,,,3,3,0,,,,,,,,JA,stimuli/TESTscenes/JA_1.jpg,stimuli/TESTscenes/JA_2.jpg,stimuli/TESTscenes/JA_3.jpg,scene_JA_lbl,space,10.07371516598505,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,64.8339955000265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.8198343750264,64.8339955000265,64.8339955000265,64.8339955000265,64.8339955000265,64.8339955000265,74.91015950002475,space,10.07371516598505,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,001,2026-04-26_11h55.46.794,TEST_training_task,,2025.2.4,None,2026-04-26 11h55.57.165990 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.91037854200113,74.921567375015,74.921567375015,81.61933054201654,space,6.688993999996455,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,001,2026-04-26_11h55.46.794,TEST_training_task,,2025.2.4,None,2026-04-26 11h55.57.165990 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.85383837501286,81.86553775001084,81.86553775001084,81.86553775001084,81.86553775001084,81.86553775001084,81.86553775001084,81.86553775001084,81.86553775001084,81.86553775001084,85.59136862499872,space,3.718472207983723,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,001,2026-04-26_11h55.46.794,TEST_training_task,,2025.2.4,None,2026-04-26 11h55.57.165990 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.59143895900343,85.59985454200068,85.59985454200068,87.78576920900377,space,2.1792891660006717,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,001,2026-04-26_11h55.46.794,TEST_training_task,,2025.2.4,None,2026-04-26 11h55.57.165990 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.09049566701287,88.10346766700968,88.10346766700968,88.10346766700968,88.10346766700968,88.10346766700968,88.10346766700968,88.10346766700968,88.10346766700968,88.10346766700968,99.01911004201975,space,10.905351665976923,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,001,2026-04-26_11h55.46.794,TEST_training_task,,2025.2.4,None,2026-04-26 11h55.57.165990 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.01920575002441,99.02925200000755,99.02925200000755,102.88566387500032,space,3.8529897079861257,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,001,2026-04-26_11h55.46.794,TEST_training_task,,2025.2.4,None,2026-04-26 11h55.57.165990 +0200,
,,,2,0,0,0,,TESTstimuli/TESTscenes/JB_3.jpg,,,,,,,,,,,,,,Malbow,3,0,2.897040541021852,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,,,,,,,,,,,,,,,,,104.63711466701352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.62515483400784,104.62520608401974,104.62902900000336,104.63711466701352,104.63711466701352,107.53696658401168,3,0,2.897040541021852,None,107.54166283400264,107.55315166700166,108.5403814590245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,001,2026-04-26_11h55.46.794,TEST_training_task,,2025.2.4,None,2026-04-26 11h55.57.165990 +0200,
,,,2,1,1,0,,TESTstimuli/TESTscenes/JB_1.jpg,,,,,,,,,,,,,,Malbow,2,1,1.0032416670001112,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,108.58924083400052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.58439925001585,109.54121462500188,109.54134087500279,109.55116179201286,109.55116179201286,110.5592157500214,2,1,1.0032416670001112,None,110.56313070902252,110.57329762500012,111.55675208402681,108.58924083400052,111.60505974999978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,001,2026-04-26_11h55.46.794,TEST_training_task,,2025.2.4,None,2026-04-26 11h55.57.165990 +0200,
,,,3,2,2,0,,TESTstimuli/TESTscenes/UA_2.jpg,,,,,,,,,,,,,,Negvi,3,1,0.6174562080122996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,7,,,,,,,,,,,,,,,,,111.60505974999978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.60010050001438,112.56785725001828,112.56797420899966,112.57358854199992,112.57358854199992,113.20290866700816,3,1,0.6174562080122996,None,113.2031467090128,113.21403137501329,114.20162058400456,111.60505974999978,114.23991408399888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,001,2026-04-26_11h55.46.794,TEST_training_task,,2025.2.4,None,2026-04-26 11h55.57.165990 +0200,
,,,4,3,3,0,,TESTstimuli/TESTscenes/UB_1.jpg,,,,,,,,,,,,,,Somar,4,1,0.2751073749968782,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,9,,,,,,,,,,,,,,,,,114.23991408399888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.23518670900376,115.20774004200939,115.2078467090032,115.21778795900173,115.21778795900173,115.50308704201598,4,1,0.2751073749968782,None,115.50342362502124,115.51441916701151,116.50135433400283,114.23991408399888,116.6013839590014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,001,2026-04-26_11h55.46.794,TEST_training_task,,2025.2.4,None,2026-04-26 11h55.57.165990 +0200,
,,,1,4,4,0,,TESTstimuli/TESTscenes/JA_3.jpg,,,,,,,,,,,,,,Tulon,1,1,0.8591782910225447,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,2,,,,,,,,,,,,,,,,,116.6013839590014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.59657975001028,117.50769104200299,117.50782379202428,117.51776029201574,117.51776029201574,118.3858139590011,1,1,0.8591782910225447,None,118.3890585420013,118.39957133401185,119.38463637500536,116.6013839590014,119.39205116700032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,001,2026-04-26_11h55.46.794,TEST_training_task,,2025.2.4,None,2026-04-26 11h55.57.165990 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.38489033401129,119.39205116700032,119.39205116700032,121.45264720902196,space,2.05386458299472,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,001,2026-04-26_11h55.46.794,TEST_training_task,,2025.2.4,None,2026-04-26 11h55.57.165990 +0200,
,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,3,How does the lighting looks like in this jungle?,"1. Sun is shining brightly through the foliage, the air is clear. 
2. The sun does not penetrate the mist and thick foliage.
3. The lighting is dim and green-tinted, with shadows but no visible sunbeams.",1,Somar,stimuli/TESTscenes/JA_1.jpg,stimuli/TESTscenes/JA_2.jpg,3,0,1.4798545829835348,None,1,1,3.043943416007096,None,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3,,,,,,,,,122.97312237499864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.45363854200696,121.45373866701266,122.95527383399894,122.95569945900934,122.95572445902508,122.97312237499864,123.95724950000294,123.98363445900031,123.99370587500744,123.99370587500744,127.95680037501734,127.95685216700076,127.96751904202392,127.96751904202392,129.45322904200293,3,0,1.4798545829835348,None,129.47296404201188,129.48310445901006,129.48310445901006,0.019561749999411404,129.48310445901006,132.5188025420066,1,1,3.043943416007096,None,,,,,,,,,,,,,,,,,,,520,001,2026-04-26_11h55.46.794,TEST_training_task,,2025.2.4,None,2026-04-26 11h55.57.165990 +0200,
,,,,1,1,0,,,,,,,,,,,,,,,,,,,,,1,Was the ground green or brown? Was it grassy or covered in leaves?,"1. Green and Grassy
2. Brown and Leaves
3. Mossy",2,Somar,stimuli/TESTscenes/JA_1.jpg,stimuli/TESTscenes/JA_2.jpg,3,0,1.9320962080091704,None,2,1,5.501573625020683,None,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,132.72946466700523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.7219140000234,132.72233320900705,132.7223582920269,132.72946466700523,133.71799387500505,133.71971883400693,133.729828792013,133.729828792013,137.71747041700291,137.71751454201876,137.7211889590253,137.7211889590253,139.6586967500043,3,0,1.9320962080091704,None,139.67298187501729,139.68215375000727,139.68215375000727,0.0142010840063449,139.68215375000727,145.1855915840133,2,1,5.501573625020683,None,133.729828792013,137.7211889590253,137.7211889590253,,,,,,,,,,,,,,,,520,001,2026-04-26_11h55.46.794,TEST_training_task,,2025.2.4,None,2026-04-26 11h55.57.165990 +0200,
,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,2,How did the tree trunks look like?,"1. Wide and Wing-like 
2. Mossy and thin
3. Dark and charred-looking",1,Somar,stimuli/TESTscenes/JA_1.jpg,stimuli/TESTscenes/JA_2.jpg,3,0,1.2010319160181098,None,2,0,3.9596879169985186,None,space,2.25390416602022,None,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,0,0,0,0,,,,,155.7692130000214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.3872265840182,145.38763104201644,145.38765620900085,145.39396558402223,146.38471279200166,146.3865190000215,146.39717112501967,146.39717112501967,150.38403179202578,150.38406587502686,150.38760683400324,150.38760683400324,151.59089341701474,3,0,1.2010319160181098,None,151.60636866700952,151.61476587501238,151.61476587501238,0.015400542004499584,151.61476587501238,155.56878266701824,2,0,3.9596879169985186,None,146.39717112501967,150.38760683400324,150.38760683400324,155.75771458400413,155.7692130000214,155.7692130000214,155.7692130000214,155.7692130000214,155.7692130000214,155.7692130000214,158.0258784170146,space,2.25390416602022,None,,,,,520,001,2026-04-26_11h55.46.794,TEST_training_task,,2025.2.4,None,2026-04-26 11h55.57.165990 +0200,
,,,,2,2,0,,,,,,,,,,,,,,,,,,,,,2,How did the tree trunks look like?,"1. Wide and Wing-like 
2. Mossy and thin
3. Dark and charred-looking",1,Somar,stimuli/TESTscenes/JA_1.jpg,stimuli/TESTscenes/JA_2.jpg,3,0,1.2010319160181098,None,2,0,3.9596879169985186,None,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,001,2026-04-26_11h55.46.794,TEST_training_task,,2025.2.4,None,2026-04-26 11h55.57.165990 +0200,
,,,,3,3,0,,,,,,,,,,,,,,,,,,,,,0,"Were there flowers in this jungle? If so, what color were they?","1. Yes, Red and yellow
2. Yes, Purple and orange
3. No, there weren't any flowers",1,Somar,stimuli/TESTscenes/JA_1.jpg,stimuli/TESTscenes/JA_2.jpg,3,0,1.1711765420041047,None,1,1,6.409271083015483,None,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,0,,,,,,,,,158.2360557920183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.2290007090196,158.2294113750104,158.22943620901788,158.2360557920183,159.2237691670016,159.2247312090185,159.23620579202543,159.23620579202543,163.2234440840257,163.22348604199942,163.23373079200974,163.23373079200974,164.40768920900882,3,0,1.1711765420041047,None,164.42266816701158,164.4313697090256,164.4313697090256,0.01488241701736115,164.4313697090256,170.83562029202585,1,1,6.409271083015483,None,159.23620579202543,163.23373079200974,163.23373079200974,,,,,,,,,,,,,,,,520,001,2026-04-26_11h55.46.794,TEST_training_task,,2025.2.4,None,2026-04-26 11h55.57.165990 +0200,
,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,170.8534452090098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.84271433402319,170.8534452090098,172.83702925001853,,520,001,2026-04-26_11h55.46.794,TEST_training_task,,2025.2.4,None,2026-04-26 11h55.57.165990 +0200,
,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,001,2026-04-26_11h55.46.794,TEST_training_task,,2025.2.4,None,2026-04-26 11h55.57.165990 +0200,
,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,2,Were there corals and seaweed? How did they look like?,"1. Green seaweed, no corals 
2. No seaweed, pink and orange corals. 
3. Yellow seaweed, colorful corals.",2,Malbow,stimuli/TESTscenes/UA_1.jpg,stimuli/TESTscenes/UA_2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,2,,,,,,,,,174.2552143339999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.83862279201276,172.83868533401983,174.24681762501132,174.24689483401016,174.24692162501742,174.2552143339999,175.24059304202092,175.2660165420093,175.273371917021,175.273371917021,179.2503044170153,179.25034404202597,179.2539422500122,179.2539422500122,180.41966250000405,3,0,1.1538791240018327,None,180.43509495901526,180.44418441702146,180.44418441702146,0.015250875003403053,180.44418441702146,,,,,,175.273371917021,,,,,,,,,,,,,,,,,10.01394895798876,,,,,,,,,
